"Source","Target","Constraint Name"
"club_memberships.club_id","clubs.club_id","club_memberships_club_id_fkey"
"club_memberships.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","club_staff_club_id_fkey"
"club_staff.club_id","clubs.club_id","fk_club"
"club_staff.club_id","clubs.club_id","fk_club"
"coaches.coach_id","profiles.id","coaches_coach_id_fkey"
"coaches.profile_id","profiles.id","coaches_profile_id_fkey"
"competition_records.age_group_id","age_groups.age_group_id","fk_age_group"
"competition_records.age_group_id","age_groups.age_group_id","fk_age_group"
"competition_records.age_group_id","age_groups.age_group_id","fk_age_group"
"competition_records.age_group_id","age_groups.age_group_id","competition_records_age_group_id_fkey"
"competition_records.age_group_id","age_groups.age_group_id","fk_age_group"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","competition_records_athlete_id_fkey"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"competition_records.athlete_id","athletes.athlete_id","fk_athlete"
"group_members.group_id","groups.group_id","group_members_group_id_fkey"
"group_members.group_id","groups.group_id","fk_group"
"group_members.group_id","groups.group_id","fk_group"
"group_members.group_id","groups.group_id","fk_group"
"group_members.group_id","groups.group_id","fk_group"
"groups.created_by","admins.admin_id","fk_created_by"
"groups.created_by","admins.admin_id","fk_created_by"
"groups.created_by","admins.admin_id","fk_created_by"
"messages.group_id","groups.group_id","fk_group"
"messages.group_id","groups.group_id","fk_group"
"messages.group_id","groups.group_id","fk_group"
"messages.group_id","groups.group_id","fk_group"
"messages.group_id","groups.group_id","messages_group_id_fkey"
"news.created_by","admins.admin_id","news_created_by_fkey"
"news.created_by","admins.admin_id","fk_created_by"
"news.created_by","admins.admin_id","fk_created_by"
"news.created_by","admins.admin_id","fk_created_by"
"news_target_audience.news_id","news.news_id","fk_news"
"news_target_audience.news_id","news.news_id","news_target_audience_news_id_fkey"
"organized_competition_participants.age_group_id","age_groups.age_group_id","organized_competition_participants_age_group_id_fkey"
"organized_competition_participants.age_group_id","age_groups.age_group_id","fk_age_group"
"organized_competition_participants.age_group_id","age_groups.age_group_id","fk_age_group"
"organized_competition_participants.age_group_id","age_groups.age_group_id","fk_age_group"
"organized_competition_participants.age_group_id","age_groups.age_group_id","fk_age_group"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","organized_competition_participants_athlete_id_fkey"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.athlete_id","athletes.athlete_id","fk_athlete"
"organized_competition_participants.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_competition_participants.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_competition_participants.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_competition_participants.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_competition_participants.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_competition_participants.organized_competition_id","organized_competitions.organized_competition_id","organized_competition_participant_organized_competition_id_fkey"
"organized_competition_participants.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_competition_participants.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_competition_participants.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_competition_participants.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_competitions.created_by","admins.admin_id","fk_created_by"
"organized_competitions.created_by","admins.admin_id","fk_created_by"
"organized_competitions.created_by","admins.admin_id","fk_created_by"
"organized_competitions.organizing_club_id","clubs.club_id","organized_competitions_organizing_club_id_fkey"
"organized_competitions.organizing_club_id","clubs.club_id","fk_organizing_club"
"organized_elimination_matches.athlete1_id","athletes.athlete_id","organized_elimination_matches_athlete1_id_fkey"
"organized_elimination_matches.athlete1_id","athletes.athlete_id","fk_athlete1"
"organized_elimination_matches.athlete2_id","athletes.athlete_id","organized_elimination_matches_athlete2_id_fkey"
"organized_elimination_matches.athlete2_id","athletes.athlete_id","fk_athlete2"
"organized_elimination_matches.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_elimination_matches.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_elimination_matches.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_elimination_matches.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_elimination_matches.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_elimination_matches.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_elimination_matches.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_elimination_matches.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_elimination_matches.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_elimination_matches.organized_competition_id","organized_competitions.organized_competition_id","organized_elimination_matches_organized_competition_id_fkey"
"organized_elimination_matches.team1_id","clubs.club_id","fk_team1"
"organized_elimination_matches.team1_id","clubs.club_id","organized_elimination_matches_team1_id_fkey"
"organized_elimination_matches.team2_id","clubs.club_id","fk_team2"
"organized_elimination_matches.team2_id","clubs.club_id","organized_elimination_matches_team2_id_fkey"
"organized_elimination_matches.winner_id","athletes.athlete_id","organized_elimination_matches_winner_id_fkey"
"organized_elimination_matches.winner_id","athletes.athlete_id","fk_winner"
"organized_elimination_matches.winner_team_id","clubs.club_id","organized_elimination_matches_winner_team_id_fkey"
"organized_elimination_matches.winner_team_id","clubs.club_id","fk_winner_team"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","organized_scores_athlete_id_fkey"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.athlete_id","athletes.athlete_id","fk_athlete"
"organized_scores.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_scores.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_scores.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_scores.organized_competition_id","organized_competitions.organized_competition_id","organized_scores_organized_competition_id_fkey"
"organized_scores.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_scores.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_scores.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_scores.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_scores.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"organized_scores.organized_competition_id","organized_competitions.organized_competition_id","fk_organized_competition"
"profiles.athlete_id","athletes.athlete_id","profiles_athlete_id_fkey"
"profiles.coach_id","coaches.coach_id","profiles_coach_id_fkey"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","training_records_athlete_id_fkey"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
"training_records.athlete_id","athletes.athlete_id","fk_athlete"
